wiki_id,call_correct,oof_posterior,entropy_similarity,sim_gap,spectrum_label
aEKJ9AS/10607,1,0.003296241127197008,0.8179447650909424,0.0903519392013549,TP
aEKJ9AS/10608,1,0.09510911165791645,0.9608681797981262,0.1015645265579223,TP
aEKJ9AS/10623,0,0.16576110403558425,0.9480183720588684,0.4955294132232666,FP
aEKJ9AS/10624,1,0.012838987629482733,0.892747700214386,7.50422477722168e-05,TP
aEKJ9AS/10627,0,0.0002693750097916785,0.7707259654998779,0.0002829432487487,TP
aEKJ9AS/10628,1,0.9411920819540658,0.9998876452445984,0.9810699187219144,TP
aEKJ9AS/10629,1,0.007651786579209664,0.8904082775115967,0.0020899176597595,TP
aEKJ9AS/10630,1,0.3748941554251844,0.956033170223236,0.0005859136581419,TP
aEKJ9AS/10632,1,0.336607474481122,0.8249863386154175,0.1623982191085815,TP
aEKJ9AS/10633,1,0.2786813764264715,0.8714076280593872,0.2366007566452026,TP
aEKJ9AS/10636,1,0.3952032229667513,0.873527467250824,0.1590642929077148,TP
aEKJ9AS/10640,1,0.3846417020771344,0.906949520111084,0.1168146729469299,TP
aEKJ9AS/10641,1,0.44489319656418197,0.95352441072464,0.2584863305091859,TP
aEKJ9AS/10642,1,0.09988783087034965,0.8783141374588013,0.0158185362815856,TP
aEKJ9AS/10646,1,0.19515391228363024,0.9232252240180968,0.130544602870941,TP
aEKJ9AS/10648,1,0.20428841068634504,0.8459804058074951,0.0718045830726623,TP
aEKJ9AS/10650,1,0.5006403905499275,0.8759925961494446,0.5615671575069427,TP
aEKJ9AS/10653,0,0.004863148447741696,0.6949053406715393,0.0098333358764648,TP
aEKJ9AS/10676,1,0.9100188143610629,0.8649677038192749,0.7468934506177903,TP
aEKJ9AS/10679,1,0.9542843469336842,0.7141639590263367,0.0010469555854797,TP
aEKJ9AS/10681,0,0.0008437631421412513,0.6966970562934875,0.3310909271240234,FP
aEKJ9AS/10691,1,0.054294507402454034,0.9996906518936156,0.0967003107070921,TP
aEKJ9AS/10700,0,0.00031716444571544804,0.9332332611083984,0.0148569345474244,TP
aEKJ9AS/10701,0,0.003916703683366142,0.7898253202438354,0.2631445527076721,FP
aEKJ9AS/10702,1,0.3289243140128317,0.7077467441558838,0.3256330788135529,TP
aEKJ9AS/10703,1,0.6356149544701217,0.7822931408882141,0.3984974324703217,TP
aEKJ9AS/10722,0,0.3713330578536316,0.8056185841560364,0.0469635725021362,FP
aEKJ9AS/10724,1,0.6330183998371937,0.9115417003631592,0.2218021750450134,TP
aEKJ9AS/10731,1,0.622400445263837,0.951747179031372,0.1893835067749022,TP
aEKJ9AS/10732,1,0.19327855003245184,0.9146276116371156,0.2832514643669129,TP
aEKJ9AS/10733,0,0.7342249351282959,0.5505220890045166,0.0659149587154389,TP
aEKJ9AS/10735,1,0.5000181053803847,0.9091814160346984,0.13929146528244,TP
aEKJ9AS/10737,1,0.9814058174917875,0.8707482814788818,0.8707482814788818,TP
aEKJ9AS/10753,1,0.19746097290969036,0.7621673941612244,0.3925659954547882,TP
aEKJ9AS/10760,1,0.8363539819422507,0.9206227660179138,0.65445876121521,TP
aEKJ9AS/10762,1,0.4732670213338421,0.6990391612052917,0.009261667728424,TP
aEKJ9AS/10766,1,0.5187441687474746,0.8555490970611572,0.2883511781692505,TP
aEKJ9AS/1077,1,0.07044148082358696,0.8473427295684814,0.0747658014297485,TP
aEKJ9AS/10770,1,0.9461151773103998,0.910372793674469,0.910372793674469,TP
aEKJ9AS/10773,1,0.32001203611284473,0.636408805847168,0.2213548421859741,TP
aEKJ9AS/10777,1,0.970186711598727,0.9672977328300476,0.9672977328300476,TP
aEKJ9AS/10780,1,0.29272567363207075,0.9226791262626648,0.1275825500488281,TP
aEKJ9AS/10781,1,0.30814323006797767,0.6595398783683777,0.0249074697494506,TP
aEKJ9AS/10788,0,0.3409437282653394,0.8261591196060181,0.0057160258293151,TP
aEKJ9AS/10790,1,0.9995741378043963,0.8362428545951843,0.259070336818695,TP
aEKJ9AS/10791,1,0.9311510270218292,0.8632743954658508,0.6217993646860123,TP
aEKJ9AS/10797,0,0.0002208788019696817,0.9355652332305908,0.0057799220085144,FP
aEKJ9AS/10801,1,0.025716974382115863,0.6253467798233032,0.4345432072877884,TP
aEKJ9AS/10806,0,0.027093643775107135,0.7532231211662292,0.0704738497734069,FP
aEKJ9AS/10810,1,0.4469839485622254,0.7317384481430054,0.6563746258616447,TP
aEKJ9AS/10816,1,0.7776910221201704,0.9348033666610718,0.4445399343967438,TP
aEKJ9AS/10819,1,0.5187039487697702,0.9443625211715698,0.6457032859325409,TP
aEKJ9AS/10829,1,0.28114879692187134,0.8863843083381653,0.3655318021774292,TP
aEKJ9AS/1083,0,0.31637598576116754,0.8755989074707031,0.2233209013938903,TP
aEKJ9AS/10838,0,0.014191056935794975,0.864588737487793,0.3130141496658325,FP
aEKJ9AS/10842,1,0.018649692925513685,0.8735089302062988,0.2460474967956543,TP
aEKJ9AS/10849,1,0.33771017337637105,0.9315983057022096,0.2957749962806703,TP
aEKJ9AS/10854,1,0.6225314697459635,0.9939877390861512,0.071125090122223,TP
aEKJ9AS/10858,1,0.37818173634943697,0.9161760807037354,0.5873817205429077,TP
aEKJ9AS/10859,1,0.991718034898968,0.947891652584076,0.947891652584076,TP
aEKJ9AS/1086,0,0.834538287067704,0.619936466217041,0.1734900772571564,TP
aEKJ9AS/10860,1,0.367377212112189,0.9796934723854064,9.202957153320312e-05,TP
aEKJ9AS/10863,0,0.000598247723415384,0.9075163006782532,0.0073626041412353,TP
aEKJ9AS/10865,1,0.052020257712902036,0.7133107781410217,0.6330714896321297,TP
aEKJ9AS/10873,0,0.26237766802032375,0.7869734168052673,0.4850899577140808,FP
aEKJ9AS/10874,0,0.39870790405149265,0.78598552942276,0.0042943358421325,FP
aEKJ9AS/10882,1,0.19094516658911564,0.821509063243866,0.0083862543106079,TP
aEKJ9AS/10886,1,0.9579202631616045,0.950646996498108,0.950646996498108,TP
aEKJ9AS/10888,1,0.3078518025037732,0.7468499541282654,0.1284125447273254,TP
aEKJ9AS/10895,0,0.06430578760692618,0.8836759328842163,0.0185215473175048,TP
aEKJ9AS/10896,1,0.32193074529115884,0.9813798666000366,0.1805925965309143,TP
aEKJ9AS/1090,1,0.009323672741967345,0.9214007258415222,0.0660375356674194,TP
aEKJ9AS/10903,1,0.30301900053747316,0.8723382949829102,0.0101104974746704,TP
aEKJ9AS/10911,1,0.00412445594689162,0.7544196248054504,0.1648035645484924,TP
aEKJ9AS/10912,0,0.007339715322736843,0.9129607677459716,0.0137126445770262,TP
aEKJ9AS/10914,0,0.0006643866104372149,0.9938182830810548,0.0023114681243897,FP
aEKJ9AS/10915,1,0.9576263900812262,0.8567396998405457,0.8073497787117958,TP
aEKJ9AS/10921,1,0.17189588024791297,0.734368622303009,0.005583643913269,TP
aEKJ9AS/10924,1,0.6762199276412891,0.912105143070221,0.7556714713573456,TP
aEKJ9AS/10926,1,0.9836536208976906,0.9460251927375792,0.9460251927375792,TP
aEKJ9AS/10929,1,0.29239059402265555,0.8199070692062378,0.151783287525177,TP
aEKJ9AS/10930,1,0.1296254008028894,0.9442400336265564,0.0364874005317688,TP
aEKJ9AS/10931,1,0.06299029849524326,0.8593088984489441,0.1394683122634887,TP
aEKJ9AS/10937,1,0.3234927891189894,0.97220778465271,0.1257185339927673,TP
aEKJ9AS/10943,0,0.0005249522298760332,0.726994514465332,0.1068085432052612,FP
aEKJ9AS/10944,1,0.3490875775366895,0.9269980192184448,0.1607059836387634,TP
aEKJ9AS/10957,1,0.3020669951858573,0.9375258684158324,0.2791116833686827,TP
aEKJ9AS/10961,0,0.009681856439932381,0.7376603484153748,0.0103179812431335,TP
aEKJ9AS/10968,1,0.607003607109859,0.9700315594673156,0.0327847003936767,TP
aEKJ9AS/1097,1,0.0011044753108710207,0.99987530708313,0.0601468086242675,TP
aEKJ9AS/10970,1,0.32209978346580975,0.7952464818954468,0.1057265996932983,TP
aEKJ9AS/10971,1,0.2866115929106591,0.9397377967834472,0.3319174051284789,TP
aEKJ9AS/10972,0,0.01490419723900839,0.9016834497451782,0.0002318620681762,FP
aEKJ9AS/10976,0,0.9508561142415134,0.8689953088760376,0.5708088874816895,FP
aEKJ9AS/10980,1,0.016833334619164315,0.943953573703766,0.0002156496047975,TP
aEKJ9AS/10981,1,0.19851548669382652,0.7859184741973877,0.1036275625228881,TP
aEKJ9AS/10983,1,0.43420137666299,0.9357447624206544,0.2433370351791383,TP
aEKJ9AS/10984,0,0.0019393845679307562,0.7789634466171265,0.08013516664505,TP
aEKJ9AS/10986,1,0.746614494543787,0.906181573867798,0.5001419186592104,TP
aEKJ9AS/10990,0,0.003041637050092459,0.909734845161438,0.0088365077972412,FP
aEKJ9AS/10993,1,0.11360166328397878,0.8894619941711426,0.2233675122261047,TP
aEKJ9AS/10996,1,0.2732547646698687,0.8041660785675049,0.328899085521698,TP
aEKJ9AS/10997,1,0.305228396598121,0.8721029758453369,0.190955102443695,TP
aEKJ9AS/11000,1,0.10167779675472552,0.935943067073822,0.6892183274030687,TP
aEKJ9AS/11007,1,0.31929576773124924,0.925402820110321,0.292957603931427,TP
aEKJ9AS/11008,1,0.469547946250605,0.9604763984680176,0.0307898521423339,TP
aEKJ9AS/11017,1,0.20726829933849203,0.571334958076477,0.3247738182544708,TP
aEKJ9AS/11019,1,0.304714058374534,0.9471672177314758,0.7631628662347795,TP
aEKJ9AS/11022,1,0.003190666673989824,0.9488169550895692,0.0043523311614992,TP
aEKJ9AS/11028,1,0.6290446396634762,0.8005942106246948,0.2323033213615417,TP
